key,code,name,size,subsize,joint,sch,outdia,india,thick,degree,radius,rating,span,short_span,flange_type,valve_type,remark
16301,astm,flange,5,,bw,xs,141.3,122.24,9.53,,,150,88.5,,wn,,
16302,astm,flange,5,,bw,xs,141.3,122.24,9.53,,,300,98.5,,wn,,
16303,astm,flange,5,,bw,xs,141.3,122.24,9.53,,,400,108.4,,wn,,
16304,astm,flange,5,,bw,xs,141.3,122.24,9.53,,,600,120.4,,wn,,
16305,astm,flange,5,,bw,xs,141.3,122.24,9.53,,,900,133.4,,wn,,
16306,astm,flange,5,,bw,xs,141.3,122.24,9.53,,,1500,162.4,,wn,,
16307,astm,flange,5,,bw,xs,141.3,122.24,9.53,,,2500,235.4,,wn,,
16308,astm,flange,5,,bw,xxs,141.3,103.2,19.05,,,150,88.5,,wn,,
16309,astm,flange,5,,bw,xxs,141.3,103.2,19.05,,,300,98.5,,wn,,
16310,astm,flange,5,,bw,xxs,141.3,103.2,19.05,,,400,108.4,,wn,,
16311,astm,flange,5,,bw,xxs,141.3,103.2,19.05,,,600,120.4,,wn,,
16312,astm,flange,5,,bw,xxs,141.3,103.2,19.05,,,900,133.4,,wn,,
16313,astm,flange,5,,bw,xxs,141.3,103.2,19.05,,,1500,162.4,,wn,,
16314,astm,flange,5,,bw,xxs,141.3,103.2,19.05,,,2500,235.4,,wn,,
16315,astm,flange,6,,bw,5,141.3,135.76,2.77,,,150,88.5,,wn,,
16316,astm,flange,6,,bw,5,141.3,135.76,2.77,,,300,98.5,,wn,,
16317,astm,flange,6,,bw,5,141.3,135.76,2.77,,,400,109.4,,wn,,
16318,astm,flange,6,,bw,5,141.3,135.76,2.77,,,600,123.4,,wn,,
16319,astm,flange,6,,bw,5,141.3,135.76,2.77,,,900,146.4,,wn,,
16320,astm,flange,6,,bw,5,141.3,135.76,2.77,,,1500,177.4,,wn,,
16321,astm,flange,6,,bw,5,141.3,135.76,2.77,,,2500,279.4,,wn,,
16322,astm,flange,6,,bw,10,141.3,134.5,3.4,,,150,88.5,,wn,,
16323,astm,flange,6,,bw,10,141.3,134.5,3.4,,,300,98.5,,wn,,
16324,astm,flange,6,,bw,10,141.3,134.5,3.4,,,400,109.4,,wn,,
16325,astm,flange,6,,bw,10,141.3,134.5,3.4,,,600,123.4,,wn,,
16326,astm,flange,6,,bw,10,141.3,134.5,3.4,,,900,146.4,,wn,,
16327,astm,flange,6,,bw,10,141.3,134.5,3.4,,,1500,177.4,,wn,,
16328,astm,flange,6,,bw,10,141.3,134.5,3.4,,,2500,279.4,,wn,,
16329,astm,flange,6,,bw,40,141.3,127.08,7.11,,,150,88.5,,wn,,
16330,astm,flange,6,,bw,40,141.3,127.08,7.11,,,300,98.5,,wn,,
16331,astm,flange,6,,bw,40,141.3,127.08,7.11,,,400,109.4,,wn,,
16332,astm,flange,6,,bw,40,141.3,127.08,7.11,,,600,123.4,,wn,,
16333,astm,flange,6,,bw,40,141.3,127.08,7.11,,,900,146.4,,wn,,
16334,astm,flange,6,,bw,40,141.3,127.08,7.11,,,1500,177.4,,wn,,
16335,astm,flange,6,,bw,40,141.3,127.08,7.11,,,2500,279.4,,wn,,
16336,astm,flange,6,,bw,80,141.3,119.36,10.97,,,150,88.5,,wn,,
16337,astm,flange,6,,bw,80,141.3,119.36,10.97,,,300,98.5,,wn,,
16338,astm,flange,6,,bw,80,141.3,119.36,10.97,,,400,109.4,,wn,,
16339,astm,flange,6,,bw,80,141.3,119.36,10.97,,,600,123.4,,wn,,
16340,astm,flange,6,,bw,80,141.3,119.36,10.97,,,900,146.4,,wn,,
16341,astm,flange,6,,bw,80,141.3,119.36,10.97,,,1500,177.4,,wn,,
16342,astm,flange,6,,bw,80,141.3,119.36,10.97,,,2500,279.4,,wn,,
16343,astm,flange,6,,bw,140,141.3,112.76,14.27,,,150,88.5,,wn,,
16344,astm,flange,6,,bw,140,141.3,112.76,14.27,,,300,98.5,,wn,,
16345,astm,flange,6,,bw,140,141.3,112.76,14.27,,,400,109.4,,wn,,
16346,astm,flange,6,,bw,140,141.3,112.76,14.27,,,600,123.4,,wn,,
16347,astm,flange,6,,bw,140,141.3,112.76,14.27,,,900,146.4,,wn,,
16348,astm,flange,6,,bw,140,141.3,112.76,14.27,,,1500,177.4,,wn,,
16349,astm,flange,6,,bw,140,141.3,112.76,14.27,,,2500,279.4,,wn,,
16350,astm,flange,6,,bw,160,141.3,104.78,18.26,,,150,88.5,,wn,,
16351,astm,flange,6,,bw,160,141.3,104.78,18.26,,,300,98.5,,wn,,
16352,astm,flange,6,,bw,160,141.3,104.78,18.26,,,400,109.4,,wn,,
16353,astm,flange,6,,bw,160,141.3,104.78,18.26,,,600,123.4,,wn,,
16354,astm,flange,6,,bw,160,141.3,104.78,18.26,,,900,146.4,,wn,,
16355,astm,flange,6,,bw,160,141.3,104.78,18.26,,,1500,177.4,,wn,,
16356,astm,flange,6,,bw,160,141.3,104.78,18.26,,,2500,279.4,,wn,,
16357,astm,flange,6,,bw,10s,141.3,134.5,3.4,,,150,88.5,,wn,,
16358,astm,flange,6,,bw,10s,141.3,134.5,3.4,,,300,98.5,,wn,,
16359,astm,flange,6,,bw,10s,141.3,134.5,3.4,,,400,109.4,,wn,,
16360,astm,flange,6,,bw,10s,141.3,134.5,3.4,,,600,123.4,,wn,,
16361,astm,flange,6,,bw,10s,141.3,134.5,3.4,,,900,146.4,,wn,,
16362,astm,flange,6,,bw,10s,141.3,134.5,3.4,,,1500,177.4,,wn,,
16363,astm,flange,6,,bw,10s,141.3,134.5,3.4,,,2500,279.4,,wn,,
16364,astm,flange,6,,bw,40s,141.3,127.08,7.11,,,150,88.5,,wn,,
16365,astm,flange,6,,bw,40s,141.3,127.08,7.11,,,300,98.5,,wn,,
16366,astm,flange,6,,bw,40s,141.3,127.08,7.11,,,400,109.4,,wn,,
16367,astm,flange,6,,bw,40s,141.3,127.08,7.11,,,600,123.4,,wn,,
16368,astm,flange,6,,bw,40s,141.3,127.08,7.11,,,900,146.4,,wn,,
16369,astm,flange,6,,bw,40s,141.3,127.08,7.11,,,1500,177.4,,wn,,
16370,astm,flange,6,,bw,40s,141.3,127.08,7.11,,,2500,279.4,,wn,,
16371,astm,flange,6,,bw,5s,141.3,135.76,2.77,,,150,88.5,,wn,,
16372,astm,flange,6,,bw,5s,141.3,135.76,2.77,,,300,98.5,,wn,,
16373,astm,flange,6,,bw,5s,141.3,135.76,2.77,,,400,109.4,,wn,,
16374,astm,flange,6,,bw,5s,141.3,135.76,2.77,,,600,123.4,,wn,,
16375,astm,flange,6,,bw,5s,141.3,135.76,2.77,,,900,146.4,,wn,,
16376,astm,flange,6,,bw,5s,141.3,135.76,2.77,,,1500,177.4,,wn,,
16377,astm,flange,6,,bw,5s,141.3,135.76,2.77,,,2500,279.4,,wn,,
16378,astm,flange,6,,bw,80s,141.3,119.36,10.97,,,150,88.5,,wn,,
16379,astm,flange,6,,bw,80s,141.3,119.36,10.97,,,300,98.5,,wn,,
16380,astm,flange,6,,bw,80s,141.3,119.36,10.97,,,400,109.4,,wn,,
16381,astm,flange,6,,bw,80s,141.3,119.36,10.97,,,600,123.4,,wn,,
16382,astm,flange,6,,bw,80s,141.3,119.36,10.97,,,900,146.4,,wn,,
16383,astm,flange,6,,bw,80s,141.3,119.36,10.97,,,1500,177.4,,wn,,
16384,astm,flange,6,,bw,80s,141.3,119.36,10.97,,,2500,279.4,,wn,,
16385,astm,flange,6,,bw,std,141.3,127.08,7.11,,,150,88.5,,wn,,
16386,astm,flange,6,,bw,std,141.3,127.08,7.11,,,300,98.5,,wn,,
16387,astm,flange,6,,bw,std,141.3,127.08,7.11,,,400,109.4,,wn,,
16388,astm,flange,6,,bw,std,141.3,127.08,7.11,,,600,123.4,,wn,,
16389,astm,flange,6,,bw,std,141.3,127.08,7.11,,,900,146.4,,wn,,
16390,astm,flange,6,,bw,std,141.3,127.08,7.11,,,1500,177.4,,wn,,
16391,astm,flange,6,,bw,std,141.3,127.08,7.11,,,2500,279.4,,wn,,
16392,astm,flange,6,,bw,xs,141.3,119.36,10.97,,,150,88.5,,wn,,
16393,astm,flange,6,,bw,xs,141.3,119.36,10.97,,,300,98.5,,wn,,
16394,astm,flange,6,,bw,xs,141.3,119.36,10.97,,,400,109.4,,wn,,
16395,astm,flange,6,,bw,xs,141.3,119.36,10.97,,,600,123.4,,wn,,
16396,astm,flange,6,,bw,xs,141.3,119.36,10.97,,,900,146.4,,wn,,
16397,astm,flange,6,,bw,xs,141.3,119.36,10.97,,,1500,177.4,,wn,,
16398,astm,flange,6,,bw,xs,141.3,119.36,10.97,,,2500,279.4,,wn,,
16399,astm,flange,6,,bw,xxs,141.3,97.4,21.95,,,150,88.5,,wn,,
16400,astm,flange,6,,bw,xxs,141.3,97.4,21.95,,,300,98.5,,wn,,
16401,astm,flange,6,,bw,xxs,141.3,97.4,21.95,,,400,109.4,,wn,,
16402,astm,flange,6,,bw,xxs,141.3,97.4,21.95,,,600,123.4,,wn,,
16403,astm,flange,6,,bw,xxs,141.3,97.4,21.95,,,900,146.4,,wn,,
16404,astm,flange,6,,bw,xxs,141.3,97.4,21.95,,,1500,177.4,,wn,,
16405,astm,flange,6,,bw,xxs,141.3,97.4,21.95,,,2500,279.4,,wn,,
16406,astm,flange,8,,bw,5,219.1,213.56,2.77,,,150,101.5,,wn,,
16407,astm,flange,8,,bw,5,219.1,213.56,2.77,,,300,111.5,,wn,,
16408,astm,flange,8,,bw,5,219.1,213.56,2.77,,,400,123.4,,wn,,
16409,astm,flange,8,,bw,5,219.1,213.56,2.77,,,600,139.4,,wn,,
16410,astm,flange,8,,bw,5,219.1,213.56,2.77,,,900,168.4,,wn,,
16411,astm,flange,8,,bw,5,219.1,213.56,2.77,,,1500,219.4,,wn,,
16412,astm,flange,8,,bw,5,219.1,213.56,2.77,,,2500,324.4,,wn,,
16413,astm,flange,8,,bw,10,219.1,211.58,3.76,,,150,101.5,,wn,,
16414,astm,flange,8,,bw,10,219.1,211.58,3.76,,,300,111.5,,wn,,
16415,astm,flange,8,,bw,10,219.1,211.58,3.76,,,400,123.4,,wn,,
16416,astm,flange,8,,bw,10,219.1,211.58,3.76,,,600,139.4,,wn,,
16417,astm,flange,8,,bw,10,219.1,211.58,3.76,,,900,168.4,,wn,,
16418,astm,flange,8,,bw,10,219.1,211.58,3.76,,,1500,219.4,,wn,,
16419,astm,flange,8,,bw,10,219.1,211.58,3.76,,,2500,324.4,,wn,,
16420,astm,flange,8,,bw,20,219.1,206.4,6.35,,,150,101.5,,wn,,
16421,astm,flange,8,,bw,20,219.1,206.4,6.35,,,300,111.5,,wn,,
16422,astm,flange,8,,bw,20,219.1,206.4,6.35,,,400,123.4,,wn,,
16423,astm,flange,8,,bw,20,219.1,206.4,6.35,,,600,139.4,,wn,,
16424,astm,flange,8,,bw,20,219.1,206.4,6.35,,,900,168.4,,wn,,
16425,astm,flange,8,,bw,20,219.1,206.4,6.35,,,1500,219.4,,wn,,
16426,astm,flange,8,,bw,20,219.1,206.4,6.35,,,2500,324.4,,wn,,
16427,astm,flange,8,,bw,30,219.1,205.02,7.04,,,150,101.5,,wn,,
16428,astm,flange,8,,bw,30,219.1,205.02,7.04,,,300,111.5,,wn,,
16429,astm,flange,8,,bw,30,219.1,205.02,7.04,,,400,123.4,,wn,,
16430,astm,flange,8,,bw,30,219.1,205.02,7.04,,,600,139.4,,wn,,
16431,astm,flange,8,,bw,30,219.1,205.02,7.04,,,900,168.4,,wn,,
16432,astm,flange,8,,bw,30,219.1,205.02,7.04,,,1500,219.4,,wn,,
16433,astm,flange,8,,bw,30,219.1,205.02,7.04,,,2500,324.4,,wn,,
16434,astm,flange,8,,bw,40,219.1,202.74,8.18,,,150,101.5,,wn,,
16435,astm,flange,8,,bw,40,219.1,202.74,8.18,,,300,111.5,,wn,,
16436,astm,flange,8,,bw,40,219.1,202.74,8.18,,,400,123.4,,wn,,
16437,astm,flange,8,,bw,40,219.1,202.74,8.18,,,600,139.4,,wn,,
16438,astm,flange,8,,bw,40,219.1,202.74,8.18,,,900,168.4,,wn,,
16439,astm,flange,8,,bw,40,219.1,202.74,8.18,,,1500,219.4,,wn,,
16440,astm,flange,8,,bw,40,219.1,202.74,8.18,,,2500,324.4,,wn,,
16441,astm,flange,8,,bw,60,219.1,198.48,10.31,,,150,101.5,,wn,,
16442,astm,flange,8,,bw,60,219.1,198.48,10.31,,,300,111.5,,wn,,
16443,astm,flange,8,,bw,60,219.1,198.48,10.31,,,400,123.4,,wn,,
16444,astm,flange,8,,bw,60,219.1,198.48,10.31,,,600,139.4,,wn,,
16445,astm,flange,8,,bw,60,219.1,198.48,10.31,,,900,168.4,,wn,,
16446,astm,flange,8,,bw,60,219.1,198.48,10.31,,,1500,219.4,,wn,,
16447,astm,flange,8,,bw,60,219.1,198.48,10.31,,,2500,324.4,,wn,,
16448,astm,flange,8,,bw,80,219.1,193.7,12.7,,,150,101.5,,wn,,
16449,astm,flange,8,,bw,80,219.1,193.7,12.7,,,300,111.5,,wn,,
16450,astm,flange,8,,bw,80,219.1,193.7,12.7,,,400,123.4,,wn,,
16451,astm,flange,8,,bw,80,219.1,193.7,12.7,,,600,139.4,,wn,,
16452,astm,flange,8,,bw,80,219.1,193.7,12.7,,,900,168.4,,wn,,
16453,astm,flange,8,,bw,80,219.1,193.7,12.7,,,1500,219.4,,wn,,
16454,astm,flange,8,,bw,80,219.1,193.7,12.7,,,2500,324.4,,wn,,
16455,astm,flange,8,,bw,100,219.1,188.92,15.09,,,150,101.5,,wn,,
16456,astm,flange,8,,bw,100,219.1,188.92,15.09,,,300,111.5,,wn,,
16457,astm,flange,8,,bw,100,219.1,188.92,15.09,,,400,123.4,,wn,,
16458,astm,flange,8,,bw,100,219.1,188.92,15.09,,,600,139.4,,wn,,
16459,astm,flange,8,,bw,100,219.1,188.92,15.09,,,900,168.4,,wn,,
16460,astm,flange,8,,bw,100,219.1,188.92,15.09,,,1500,219.4,,wn,,
16461,astm,flange,8,,bw,100,219.1,188.92,15.09,,,2500,324.4,,wn,,
16462,astm,flange,8,,bw,120,219.1,182.58,18.26,,,150,101.5,,wn,,
16463,astm,flange,8,,bw,120,219.1,182.58,18.26,,,300,111.5,,wn,,
16464,astm,flange,8,,bw,120,219.1,182.58,18.26,,,400,123.4,,wn,,
16465,astm,flange,8,,bw,120,219.1,182.58,18.26,,,600,139.4,,wn,,
16466,astm,flange,8,,bw,120,219.1,182.58,18.26,,,900,168.4,,wn,,
16467,astm,flange,8,,bw,120,219.1,182.58,18.26,,,1500,219.4,,wn,,
16468,astm,flange,8,,bw,120,219.1,182.58,18.26,,,2500,324.4,,wn,,
16469,astm,flange,8,,bw,140,219.1,177.86,20.62,,,150,101.5,,wn,,
16470,astm,flange,8,,bw,140,219.1,177.86,20.62,,,300,111.5,,wn,,
16471,astm,flange,8,,bw,140,219.1,177.86,20.62,,,400,123.4,,wn,,
16472,astm,flange,8,,bw,140,219.1,177.86,20.62,,,600,139.4,,wn,,
16473,astm,flange,8,,bw,140,219.1,177.86,20.62,,,900,168.4,,wn,,
16474,astm,flange,8,,bw,140,219.1,177.86,20.62,,,1500,219.4,,wn,,
16475,astm,flange,8,,bw,140,219.1,177.86,20.62,,,2500,324.4,,wn,,
16476,astm,flange,8,,bw,160,219.1,173.08,23.01,,,150,101.5,,wn,,
16477,astm,flange,8,,bw,160,219.1,173.08,23.01,,,300,111.5,,wn,,
16478,astm,flange,8,,bw,160,219.1,173.08,23.01,,,400,123.4,,wn,,
16479,astm,flange,8,,bw,160,219.1,173.08,23.01,,,600,139.4,,wn,,
16480,astm,flange,8,,bw,160,219.1,173.08,23.01,,,900,168.4,,wn,,
16481,astm,flange,8,,bw,160,219.1,173.08,23.01,,,1500,219.4,,wn,,
16482,astm,flange,8,,bw,160,219.1,173.08,23.01,,,2500,324.4,,wn,,
16483,astm,flange,8,,bw,10s,219.1,211.58,3.76,,,150,101.5,,wn,,
16484,astm,flange,8,,bw,10s,219.1,211.58,3.76,,,300,111.5,,wn,,
16485,astm,flange,8,,bw,10s,219.1,211.58,3.76,,,400,123.4,,wn,,
16486,astm,flange,8,,bw,10s,219.1,211.58,3.76,,,600,139.4,,wn,,
16487,astm,flange,8,,bw,10s,219.1,211.58,3.76,,,900,168.4,,wn,,
16488,astm,flange,8,,bw,10s,219.1,211.58,3.76,,,1500,219.4,,wn,,
16489,astm,flange,8,,bw,10s,219.1,211.58,3.76,,,2500,324.4,,wn,,
16490,astm,flange,8,,bw,40s,219.1,202.74,8.18,,,150,101.5,,wn,,
16491,astm,flange,8,,bw,40s,219.1,202.74,8.18,,,300,111.5,,wn,,
16492,astm,flange,8,,bw,40s,219.1,202.74,8.18,,,400,123.4,,wn,,
16493,astm,flange,8,,bw,40s,219.1,202.74,8.18,,,600,139.4,,wn,,
16494,astm,flange,8,,bw,40s,219.1,202.74,8.18,,,900,168.4,,wn,,
16495,astm,flange,8,,bw,40s,219.1,202.74,8.18,,,1500,219.4,,wn,,
16496,astm,flange,8,,bw,40s,219.1,202.74,8.18,,,2500,324.4,,wn,,
16497,astm,flange,8,,bw,5s,219.1,213.56,2.77,,,150,101.5,,wn,,
16498,astm,flange,8,,bw,5s,219.1,213.56,2.77,,,300,111.5,,wn,,
16499,astm,flange,8,,bw,5s,219.1,213.56,2.77,,,400,123.4,,wn,,
16500,astm,flange,8,,bw,5s,219.1,213.56,2.77,,,600,139.4,,wn,,
16501,astm,flange,8,,bw,5s,219.1,213.56,2.77,,,900,168.4,,wn,,
16502,astm,flange,8,,bw,5s,219.1,213.56,2.77,,,1500,219.4,,wn,,
16503,astm,flange,8,,bw,5s,219.1,213.56,2.77,,,2500,324.4,,wn,,
16504,astm,flange,8,,bw,80s,219.1,193.7,12.7,,,150,101.5,,wn,,
16505,astm,flange,8,,bw,80s,219.1,193.7,12.7,,,300,111.5,,wn,,
16506,astm,flange,8,,bw,80s,219.1,193.7,12.7,,,400,123.4,,wn,,
16507,astm,flange,8,,bw,80s,219.1,193.7,12.7,,,600,139.4,,wn,,
16508,astm,flange,8,,bw,80s,219.1,193.7,12.7,,,900,168.4,,wn,,
16509,astm,flange,8,,bw,80s,219.1,193.7,12.7,,,1500,219.4,,wn,,
16510,astm,flange,8,,bw,80s,219.1,193.7,12.7,,,2500,324.4,,wn,,
16511,astm,flange,8,,bw,std,219.1,202.74,8.18,,,150,101.5,,wn,,
16512,astm,flange,8,,bw,std,219.1,202.74,8.18,,,300,111.5,,wn,,
16513,astm,flange,8,,bw,std,219.1,202.74,8.18,,,400,123.4,,wn,,
16514,astm,flange,8,,bw,std,219.1,202.74,8.18,,,600,139.4,,wn,,
16515,astm,flange,8,,bw,std,219.1,202.74,8.18,,,900,168.4,,wn,,
16516,astm,flange,8,,bw,std,219.1,202.74,8.18,,,1500,219.4,,wn,,
16517,astm,flange,8,,bw,std,219.1,202.74,8.18,,,2500,324.4,,wn,,
16518,astm,flange,8,,bw,xs,219.1,193.7,12.7,,,150,101.5,,wn,,
16519,astm,flange,8,,bw,xs,219.1,193.7,12.7,,,300,111.5,,wn,,
16520,astm,flange,8,,bw,xs,219.1,193.7,12.7,,,400,123.4,,wn,,
16521,astm,flange,8,,bw,xs,219.1,193.7,12.7,,,600,139.4,,wn,,
16522,astm,flange,8,,bw,xs,219.1,193.7,12.7,,,900,168.4,,wn,,
16523,astm,flange,8,,bw,xs,219.1,193.7,12.7,,,1500,219.4,,wn,,
16524,astm,flange,8,,bw,xs,219.1,193.7,12.7,,,2500,324.4,,wn,,
16525,astm,flange,8,,bw,xxs,219.1,174.64,22.23,,,150,101.5,,wn,,
16526,astm,flange,8,,bw,xxs,219.1,174.64,22.23,,,300,111.5,,wn,,
16527,astm,flange,8,,bw,xxs,219.1,174.64,22.23,,,400,123.4,,wn,,
16528,astm,flange,8,,bw,xxs,219.1,174.64,22.23,,,600,139.4,,wn,,
16529,astm,flange,8,,bw,xxs,219.1,174.64,22.23,,,900,168.4,,wn,,
16530,astm,flange,8,,bw,xxs,219.1,174.64,22.23,,,1500,219.4,,wn,,
16531,astm,flange,8,,bw,xxs,219.1,174.64,22.23,,,2500,324.4,,wn,,
16532,astm,flange,10,,bw,5,273,266.2,3.4,,,150,101.5,,wn,,
16533,astm,flange,10,,bw,5,273,266.2,3.4,,,300,117.5,,wn,,
16534,astm,flange,10,,bw,5,273,266.2,3.4,,,400,130.4,,wn,,
16535,astm,flange,10,,bw,5,273,266.2,3.4,,,600,158.4,,wn,,
16536,astm,flange,10,,bw,5,273,266.2,3.4,,,900,190.4,,wn,,
16537,astm,flange,10,,bw,5,273,266.2,3.4,,,1500,260.4,,wn,,
16538,astm,flange,10,,bw,5,273,266.2,3.4,,,2500,425.4,,wn,,
16539,astm,flange,10,,bw,10,273,264.62,4.19,,,150,101.5,,wn,,
16540,astm,flange,10,,bw,10,273,264.62,4.19,,,300,117.5,,wn,,
16541,astm,flange,10,,bw,10,273,264.62,4.19,,,400,130.4,,wn,,
16542,astm,flange,10,,bw,10,273,264.62,4.19,,,600,158.4,,wn,,
16543,astm,flange,10,,bw,10,273,264.62,4.19,,,900,190.4,,wn,,
16544,astm,flange,10,,bw,10,273,264.62,4.19,,,1500,260.4,,wn,,
16545,astm,flange,10,,bw,10,273,264.62,4.19,,,2500,425.4,,wn,,
16546,astm,flange,10,,bw,20,273,260.3,6.35,,,150,101.5,,wn,,
16547,astm,flange,10,,bw,20,273,260.3,6.35,,,300,117.5,,wn,,
16548,astm,flange,10,,bw,20,273,260.3,6.35,,,400,130.4,,wn,,
16549,astm,flange,10,,bw,20,273,260.3,6.35,,,600,158.4,,wn,,
16550,astm,flange,10,,bw,20,273,260.3,6.35,,,900,190.4,,wn,,
16551,astm,flange,10,,bw,20,273,260.3,6.35,,,1500,260.4,,wn,,
16552,astm,flange,10,,bw,20,273,260.3,6.35,,,2500,425.4,,wn,,
16553,astm,flange,10,,bw,30,273,257.4,7.8,,,150,101.5,,wn,,
16554,astm,flange,10,,bw,30,273,257.4,7.8,,,300,117.5,,wn,,
16555,astm,flange,10,,bw,30,273,257.4,7.8,,,400,130.4,,wn,,
16556,astm,flange,10,,bw,30,273,257.4,7.8,,,600,158.4,,wn,,
16557,astm,flange,10,,bw,30,273,257.4,7.8,,,900,190.4,,wn,,
16558,astm,flange,10,,bw,30,273,257.4,7.8,,,1500,260.4,,wn,,
16559,astm,flange,10,,bw,30,273,257.4,7.8,,,2500,425.4,,wn,,
16560,astm,flange,10,,bw,40,273,254.46,9.27,,,150,101.5,,wn,,
16561,astm,flange,10,,bw,40,273,254.46,9.27,,,300,117.5,,wn,,
16562,astm,flange,10,,bw,40,273,254.46,9.27,,,400,130.4,,wn,,
16563,astm,flange,10,,bw,40,273,254.46,9.27,,,600,158.4,,wn,,
16564,astm,flange,10,,bw,40,273,254.46,9.27,,,900,190.4,,wn,,
16565,astm,flange,10,,bw,40,273,254.46,9.27,,,1500,260.4,,wn,,
16566,astm,flange,10,,bw,40,273,254.46,9.27,,,2500,425.4,,wn,,
16567,astm,flange,10,,bw,60,273,247.6,12.7,,,150,101.5,,wn,,
16568,astm,flange,10,,bw,60,273,247.6,12.7,,,300,117.5,,wn,,
16569,astm,flange,10,,bw,60,273,247.6,12.7,,,400,130.4,,wn,,
16570,astm,flange,10,,bw,60,273,247.6,12.7,,,600,158.4,,wn,,
16571,astm,flange,10,,bw,60,273,247.6,12.7,,,900,190.4,,wn,,
16572,astm,flange,10,,bw,60,273,247.6,12.7,,,1500,260.4,,wn,,
16573,astm,flange,10,,bw,60,273,247.6,12.7,,,2500,425.4,,wn,,
16574,astm,flange,10,,bw,80,273,242.82,15.09,,,150,101.5,,wn,,
16575,astm,flange,10,,bw,80,273,242.82,15.09,,,300,117.5,,wn,,
16576,astm,flange,10,,bw,80,273,242.82,15.09,,,400,130.4,,wn,,
16577,astm,flange,10,,bw,80,273,242.82,15.09,,,600,158.4,,wn,,
16578,astm,flange,10,,bw,80,273,242.82,15.09,,,900,190.4,,wn,,
16579,astm,flange,10,,bw,80,273,242.82,15.09,,,1500,260.4,,wn,,
16580,astm,flange,10,,bw,80,273,242.82,15.09,,,2500,425.4,,wn,,
16581,astm,flange,10,,bw,100,273,236.48,18.26,,,150,101.5,,wn,,
16582,astm,flange,10,,bw,100,273,236.48,18.26,,,300,117.5,,wn,,
16583,astm,flange,10,,bw,100,273,236.48,18.26,,,400,130.4,,wn,,
16584,astm,flange,10,,bw,100,273,236.48,18.26,,,600,158.4,,wn,,
16585,astm,flange,10,,bw,100,273,236.48,18.26,,,900,190.4,,wn,,
16586,astm,flange,10,,bw,100,273,236.48,18.26,,,1500,260.4,,wn,,
16587,astm,flange,10,,bw,100,273,236.48,18.26,,,2500,425.4,,wn,,
16588,astm,flange,10,,bw,120,273,230.12,21.44,,,150,101.5,,wn,,
16589,astm,flange,10,,bw,120,273,230.12,21.44,,,300,117.5,,wn,,
16590,astm,flange,10,,bw,120,273,230.12,21.44,,,400,130.4,,wn,,
16591,astm,flange,10,,bw,120,273,230.12,21.44,,,600,158.4,,wn,,
16592,astm,flange,10,,bw,120,273,230.12,21.44,,,900,190.4,,wn,,
16593,astm,flange,10,,bw,120,273,230.12,21.44,,,1500,260.4,,wn,,
16594,astm,flange,10,,bw,120,273,230.12,21.44,,,2500,425.4,,wn,,
16595,astm,flange,10,,bw,140,273,222.2,25.4,,,150,101.5,,wn,,
16596,astm,flange,10,,bw,140,273,222.2,25.4,,,300,117.5,,wn,,
16597,astm,flange,10,,bw,140,273,222.2,25.4,,,400,130.4,,wn,,
16598,astm,flange,10,,bw,140,273,222.2,25.4,,,600,158.4,,wn,,
16599,astm,flange,10,,bw,140,273,222.2,25.4,,,900,190.4,,wn,,
16600,astm,flange,10,,bw,140,273,222.2,25.4,,,1500,260.4,,wn,,
16601,astm,flange,10,,bw,140,273,222.2,25.4,,,2500,425.4,,wn,,
16602,astm,flange,10,,bw,160,273,215.84,28.58,,,150,101.5,,wn,,
16603,astm,flange,10,,bw,160,273,215.84,28.58,,,300,117.5,,wn,,
16604,astm,flange,10,,bw,160,273,215.84,28.58,,,400,130.4,,wn,,
16605,astm,flange,10,,bw,160,273,215.84,28.58,,,600,158.4,,wn,,
16606,astm,flange,10,,bw,160,273,215.84,28.58,,,900,190.4,,wn,,
16607,astm,flange,10,,bw,160,273,215.84,28.58,,,1500,260.4,,wn,,
16608,astm,flange,10,,bw,160,273,215.84,28.58,,,2500,425.4,,wn,,
16609,astm,flange,10,,bw,10s,273,264.62,4.19,,,150,101.5,,wn,,
16610,astm,flange,10,,bw,10s,273,264.62,4.19,,,300,117.5,,wn,,
16611,astm,flange,10,,bw,10s,273,264.62,4.19,,,400,130.4,,wn,,
16612,astm,flange,10,,bw,10s,273,264.62,4.19,,,600,158.4,,wn,,
16613,astm,flange,10,,bw,10s,273,264.62,4.19,,,900,190.4,,wn,,
16614,astm,flange,10,,bw,10s,273,264.62,4.19,,,1500,260.4,,wn,,
16615,astm,flange,10,,bw,10s,273,264.62,4.19,,,2500,425.4,,wn,,
16616,astm,flange,10,,bw,40s,273,254.46,9.27,,,150,101.5,,wn,,
16617,astm,flange,10,,bw,40s,273,254.46,9.27,,,300,117.5,,wn,,
16618,astm,flange,10,,bw,40s,273,254.46,9.27,,,400,130.4,,wn,,
16619,astm,flange,10,,bw,40s,273,254.46,9.27,,,600,158.4,,wn,,
16620,astm,flange,10,,bw,40s,273,254.46,9.27,,,900,190.4,,wn,,
16621,astm,flange,10,,bw,40s,273,254.46,9.27,,,1500,260.4,,wn,,
16622,astm,flange,10,,bw,40s,273,254.46,9.27,,,2500,425.4,,wn,,
16623,astm,flange,10,,bw,5s,273,266.2,3.4,,,150,101.5,,wn,,
